id_cliente_hash,QTD_PED_6M,QTD_PED_3M,QTD_PED_1M,APP_6M,MARKETPLACE_6M,TOP3_DEPTOS_6M,TIPO_PAG_MAIS_USADO_6M,C_CUPOM,C_APP,C_TIPO_PAGAMENTO,C_MARKETPLACE,C_DEPTO,F_RECOMPROU,y_pred_ba_1
4122929500068872704,15.0,7.0,2.0,0.0,0.0,0.0,PAG4,0,0,PAG4,0,TOP_1_3,1,0.9980911005931317
-5547292049650744320,15.0,6.0,0.0,1.0,1.0,1.0,PAG4,0,1,PAG4,0,TOP_4_6,1,0.9979998188172026
-2420377597091879424,14.0,11.0,6.0,1.0,0.0,0.0,PAG5,0,1,PAG4,0,OUTROS,1,0.9978803074101418
-899055165541693696,14.0,8.0,3.0,0.0,1.0,0.0,PAG4,1,0,PAG4,0,OUTROS,1,0.9978803074101418
5623462196971792384,14.0,12.0,1.0,1.0,1.0,0.0,PAG5,0,1,PAG4,0,OUTROS,1,0.9978803074101418
5117288096113345536,14.0,3.0,1.0,1.0,0.0,0.0,PAG5,0,0,PAG4,0,OUTROS,1,0.9978803074101418
-3135269263389127680,17.0,8.0,8.0,0.0,1.0,0.0,PAG1,0,0,PAG1,1,OUTROS,1,0.9977719503243174
-5549796288037046272,17.0,7.0,4.0,1.0,1.0,0.0,PAG4,0,0,PAG1,1,OUTROS,1,0.9977719503243174
441679412006314496,16.0,12.0,4.0,0.0,1.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9976823488650236
3135047984171902976,16.0,7.0,2.0,0.0,1.0,0.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9974030812621562
1901998005863978496,16.0,8.0,3.0,0.0,0.0,0.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9974030812621562
1034740954396912000,16.0,13.0,2.0,0.0,1.0,0.0,PAG5,0,0,PAG5,1,OUTROS,1,0.9971539260160159
2794768968762224128,13.0,5.0,1.0,0.0,1.0,1.0,PAG5,0,0,PAG4,0,OUTROS,1,0.9969661289675364
-1867564099726049280,13.0,6.0,4.0,0.0,1.0,0.0,PAG5,0,0,PAG4,0,OUTROS,1,0.9969661289675364
3743461708329544704,15.0,6.0,1.0,0.0,0.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9966830788865374
-8032504503030915072,15.0,4.0,2.0,0.0,0.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9966830788865374
6752657974208145408,15.0,4.0,0.0,1.0,0.0,1.0,PAG4,0,1,PAG5,0,OUTROS,1,0.9966830788865374
4705730588816442368,15.0,6.0,2.0,0.0,1.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9966830788865374
-3882657714146014720,16.0,11.0,3.0,0.0,0.0,1.0,PAG1,0,0,PAG1,0,TOP_4_6,1,0.9964930573870591
7181813591114532864,15.0,7.0,0.0,0.0,0.0,0.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9962838517798261
2529588767489647104,13.0,7.0,2.0,0.0,1.0,1.0,PAG4,0,0,PAG4,1,OUTROS,1,0.996275018173161
-3738317306256787968,13.0,9.0,3.0,0.0,1.0,1.0,PAG4,0,0,PAG4,0,TOP_1_3,1,0.9960901861093373
-8995420505487401984,13.0,8.0,1.0,0.0,1.0,1.0,PAG4,0,0,PAG4,0,TOP_1_3,1,0.9960901861093373
-1266473866034278656,15.0,5.0,4.0,0.0,1.0,0.0,PAG5,0,0,PAG5,1,OUTROS,1,0.9959277531234453
2093046987034414848,12.0,6.0,2.0,0.0,0.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9956593997431777
-7990475426563482624,12.0,7.0,3.0,1.0,1.0,0.0,PAG4,1,1,PAG4,0,OUTROS,1,0.9956593997431777
-8312847655797875712,12.0,7.0,0.0,0.0,0.0,0.0,PAG1,0,0,PAG4,0,OUTROS,1,0.9956593997431777
-6186741072064129024,12.0,5.0,1.0,0.0,0.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9956593997431777
1868437208623304960,12.0,7.0,3.0,0.0,0.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9956593997431777
773752009570654464,14.0,13.0,10.0,0.0,1.0,1.0,PAG5,0,0,PAG5,0,OUTROS,1,0.995255016407752
-8981033643488562176,14.0,5.0,1.0,0.0,0.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.995255016407752
5362918279493559296,14.0,13.0,1.0,1.0,0.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.995255016407752
7286320983298371584,14.0,14.0,5.0,0.0,0.0,1.0,PAG1,0,0,PAG1,0,OUTROS,0,0.9946848232598555
-5143013380886951936,14.0,11.0,5.0,0.0,0.0,1.0,PAG1,1,0,PAG1,0,OUTROS,1,0.9946848232598555
6322086711209355264,14.0,6.0,3.0,0.0,0.0,0.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9946848232598555
5372250975419060224,14.0,9.0,4.0,0.0,0.0,0.0,PAG1,0,0,PAG1,0,OUTROS,0,0.9946848232598555
-7389694547248723968,14.0,10.0,2.0,0.0,0.0,0.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9946848232598555
1291218682173690880,12.0,2.0,1.0,0.0,0.0,1.0,PAG4,0,0,PAG4,1,OUTROS,1,0.9946722089503233
-9017233728380773376,12.0,8.0,2.0,0.0,0.0,1.0,PAG4,0,0,PAG4,0,TOP_1_3,1,0.9944082925284405
-9025033481764478976,12.0,4.0,3.0,0.0,0.0,1.0,PAG1,0,0,PAG4,0,TOP_4_6,1,0.994141935958928
-3677722240215438848,12.0,7.0,2.0,1.0,1.0,1.0,PAG4,0,1,PAG4,0,TOP_4_6,1,0.994141935958928
-10165365945679482,11.0,10.0,0.0,0.0,1.0,1.0,PAG4,0,0,PAG4,0,OUTROS,1,0.993793348489997
3720556369741222400,11.0,9.0,2.0,0.0,1.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.993793348489997
671538862145444992,11.0,3.0,1.0,0.0,0.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.993793348489997
-2020629836946366976,14.0,8.0,1.0,1.0,0.0,0.0,PAG1,0,1,PAG1,1,OUTROS,1,0.9934774347516112
-7324521254769925120,14.0,9.0,3.0,0.0,0.0,0.0,PAG1,0,0,PAG1,1,OUTROS,1,0.9934774347516112
-6172039095042475008,14.0,5.0,5.0,0.0,1.0,0.0,PAG5,0,0,PAG1,1,OUTROS,1,0.9934774347516112
-1984291033252870912,13.0,6.0,2.0,0.0,0.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9932163026906271
6858252281312719872,13.0,4.0,0.0,0.0,0.0,1.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9932163026906271
3397190323637123584,13.0,9.0,3.0,0.0,0.0,0.0,PAG5,1,0,PAG5,0,OUTROS,1,0.9932163026906271
8957321016909222912,13.0,5.0,2.0,0.0,1.0,1.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9932163026906271
-8857217059447420928,13.0,3.0,0.0,0.0,0.0,1.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9932163026906271
-7739808726172343296,13.0,4.0,1.0,0.0,0.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9932163026906271
1623620898215444224,14.0,7.0,2.0,0.0,0.0,0.0,PAG1,0,0,PAG1,0,TOP_1_3,1,0.9931547415277383
2370719864603745280,14.0,6.0,4.0,0.0,0.0,0.0,PAG5,0,0,PAG1,0,TOP_4_6,1,0.9928291036419613
-9206846063159411712,13.0,11.0,2.0,1.0,0.0,0.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9924029923129736
8971175627211153408,13.0,3.0,1.0,0.0,1.0,0.0,PAG5,0,0,PAG1,0,OUTROS,1,0.9924029923129736
4514327946628381696,13.0,7.0,3.0,0.0,1.0,0.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9924029923129736
-5272141517812855808,13.0,5.0,3.0,0.0,1.0,1.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9924029923129736
-216562417579087840,11.0,4.0,1.0,1.0,1.0,1.0,PAG4,0,0,PAG4,1,OUTROS,1,0.9923850040781538
5500299134809009152,10.0,8.0,3.0,1.0,0.0,1.0,PAG4,0,1,PAG4,0,OUTROS,1,0.9911322150995975
-8417657373184906240,10.0,5.0,2.0,0.0,0.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9911322150995975
2775384041317600768,10.0,8.0,2.0,1.0,1.0,0.0,PAG4,0,1,PAG4,0,OUTROS,1,0.9911322150995975
-7224378247435732992,10.0,4.0,0.0,0.0,0.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9911322150995975
-6797811357528665088,10.0,4.0,1.0,0.0,1.0,1.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9911322150995975
-2372120903332296192,13.0,8.0,1.0,1.0,0.0,1.0,PAG5,0,0,PAG5,0,TOP_4_6,1,0.9908525847194526
-2950463634708456960,13.0,4.0,1.0,1.0,1.0,1.0,PAG4,0,0,PAG1,1,OUTROS,1,0.9906821217251717
-7953684157602262016,13.0,12.0,1.0,0.0,1.0,1.0,PAG5,0,0,PAG1,1,OUTROS,1,0.9906821217251717
628027535380077696,12.0,5.0,2.0,0.0,0.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9903101703261107
7395982735933668352,12.0,6.0,2.0,0.0,0.0,1.0,PAG1,0,0,PAG5,0,OUTROS,1,0.9903101703261107
8421887625580867584,12.0,2.0,1.0,0.0,1.0,1.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9903101703261107
139161683268144448,12.0,8.0,3.0,1.0,1.0,1.0,PAG5,0,1,PAG5,0,OUTROS,0,0.9903101703261107
5966955562991432704,12.0,4.0,1.0,0.0,1.0,1.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9903101703261107
-4943755534303708160,12.0,8.0,4.0,0.0,0.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9903101703261107
3005998591258512896,12.0,5.0,0.0,0.0,0.0,1.0,PAG5,0,0,PAG5,0,OUTROS,0,0.9903101703261107
-4342533563992725504,12.0,7.0,3.0,0.0,1.0,1.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9903101703261107
-3403171407082435584,12.0,4.0,3.0,0.0,0.0,1.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9903101703261107
-7592841053647461376,12.0,1.0,0.0,0.0,1.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9903101703261107
8441521727982649344,13.0,8.0,1.0,0.0,0.0,1.0,PAG1,0,0,PAG1,0,TOP_1_3,0,0.9902224960144254
-4571521767424271872,11.0,7.0,2.0,0.0,0.0,1.0,PAG5,0,0,PAG4,1,TOP_4_6,1,0.9897346213870554
713427903113872384,12.0,10.0,2.0,0.0,0.0,1.0,PAG5,0,0,PAG1,0,OUTROS,1,0.9891522436187045
-5641394957921309696,12.0,0.0,0.0,0.0,1.0,0.0,PAG5,0,0,PAG1,0,OUTROS,0,0.9891522436187045
5046002661533239296,12.0,7.0,0.0,0.0,1.0,0.0,PAG5,1,0,PAG1,0,OUTROS,1,0.9891522436187045
7595865633895197696,12.0,7.0,4.0,0.0,1.0,1.0,PAG4,0,0,PAG3,0,OUTROS,1,0.9891522436187045
-333123693413922624,12.0,11.0,6.0,0.0,0.0,1.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9891522436187045
-8629495022176707584,12.0,8.0,1.0,0.0,0.0,1.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9891522436187045
844692602395985792,12.0,5.0,1.0,0.0,0.0,0.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9891522436187045
-5661995743900675072,12.0,3.0,0.0,0.0,1.0,0.0,PAG1,0,0,PAG3,0,OUTROS,1,0.9891522436187045
1017027609434404736,12.0,9.0,3.0,0.0,0.0,0.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9891522436187045
9057475038978717696,12.0,6.0,4.0,0.0,1.0,0.0,PAG1,1,0,PAG1,0,OUTROS,1,0.9891522436187045
-7299033255205018624,12.0,11.0,6.0,0.0,1.0,1.0,PAG5,0,0,PAG5,1,OUTROS,1,0.9881209092632368
-6268229418901732352,12.0,5.0,1.0,0.0,1.0,1.0,PAG5,0,0,PAG5,1,OUTROS,1,0.9881209092632368
5544616631281521664,12.0,5.0,3.0,0.0,1.0,0.0,PAG5,0,0,PAG5,0,TOP_1_3,1,0.9875365352903942
-4078211290625391104,9.0,7.0,3.0,0.0,0.0,1.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9873446368650728
-2567461135783873024,9.0,4.0,1.0,0.0,0.0,1.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9873446368650728
2248572448910691584,9.0,1.0,1.0,0.0,0.0,1.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9873446368650728
4559700288402139648,9.0,7.0,1.0,0.0,0.0,0.0,PAG4,1,0,PAG4,0,OUTROS,1,0.9873446368650728
8146466662091598848,9.0,6.0,2.0,0.0,0.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9873446368650728
-3596717045693712896,9.0,5.0,0.0,0.0,0.0,0.0,PAG4,1,0,PAG4,0,OUTROS,1,0.9873446368650728
676465431341111296,9.0,4.0,1.0,0.0,1.0,1.0,PAG4,1,0,PAG4,0,OUTROS,1,0.9873446368650728
3995984459686725632,12.0,2.0,0.0,0.0,1.0,0.0,PAG1,0,0,PAG1,1,OUTROS,1,0.9867048798869398
-6839312938388348928,11.0,4.0,1.0,0.0,1.0,0.0,PAG1,0,0,PAG5,0,OUTROS,1,0.9861763801365556
2432256126404509184,11.0,4.0,1.0,0.0,1.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9861763801365556
388561686506996800,11.0,7.0,2.0,0.0,0.0,0.0,PAG5,0,0,PAG5,0,OUTROS,0,0.9861763801365556
8534774463591457792,11.0,5.0,2.0,0.0,1.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9861763801365556
-6321526617497417728,11.0,8.0,0.0,0.0,1.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9861763801365556
4876413459595672576,11.0,9.0,1.0,0.0,0.0,1.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9861763801365556
-7189484951794971648,11.0,7.0,2.0,1.0,1.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9861763801365556
4114109387388816896,11.0,8.0,2.0,0.0,0.0,0.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9861763801365556
-1168125044616841472,11.0,10.0,10.0,1.0,0.0,1.0,PAG5,0,1,PAG5,0,OUTROS,1,0.9861763801365556
-6448529398653761536,11.0,6.0,1.0,0.0,0.0,1.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9861763801365556
-1749881231541262848,11.0,5.0,2.0,0.0,0.0,0.0,PAG1,0,0,PAG5,0,OUTROS,1,0.9861763801365556
-8878152682562136064,11.0,10.0,4.0,0.0,1.0,1.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9861763801365556
2732655655863860736,11.0,5.0,1.0,1.0,0.0,1.0,PAG5,0,0,PAG5,0,OUTROS,1,0.9861763801365556
7115760131646643200,12.0,9.0,9.0,0.0,0.0,1.0,PAG1,1,0,PAG1,0,TOP_1_3,1,0.986051829784542
8489865454264642560,10.0,4.0,1.0,1.0,1.0,0.0,PAG5,0,0,PAG4,1,TOP_1_3,1,0.9860190150936037
3232236034873872384,11.0,8.0,1.0,0.0,0.0,0.0,PAG1,0,0,PAG1,0,OUTROS,1,0.9845321845130265
1966866895206153472,11.0,8.0,1.0,1.0,0.0,0.0,PAG5,0,0,PAG1,0,OUTROS,1,0.9845321845130265
-600582012281013376,11.0,3.0,0.0,1.0,0.0,1.0,PAG1,0,1,PAG1,0,OUTROS,1,0.9845321845130265
-4841676874461176832,11.0,7.0,2.0,0.0,0.0,0.0,PAG1,1,0,PAG1,0,OUTROS,1,0.9845321845130265
74075387172293888,11.0,0.0,0.0,0.0,0.0,0.0,PAG5,1,0,PAG1,0,OUTROS,1,0.9845321845130265
1598339133690201856,9.0,6.0,2.0,0.0,1.0,0.0,PAG4,0,0,PAG4,1,OUTROS,1,0.9844958508936462
4152220308080733696,9.0,5.0,1.0,0.0,1.0,1.0,PAG5,0,0,PAG4,1,OUTROS,1,0.9844958508936462
1660210067490869760,9.0,6.0,1.0,0.0,1.0,0.0,PAG4,0,0,PAG4,1,OUTROS,1,0.9844958508936462
-5878876491219675136,9.0,4.0,1.0,0.0,0.0,1.0,PAG4,0,0,PAG4,1,OUTROS,1,0.9844958508936462
3887019757430509568,9.0,1.0,1.0,0.0,0.0,1.0,PAG4,0,0,PAG4,0,TOP_1_3,1,0.9837360828357273
-6345993629913643008,9.0,4.0,0.0,0.0,1.0,1.0,PAG4,0,0,PAG4,0,TOP_1_3,1,0.9837360828357273
2982626552686478848,9.0,3.0,2.0,1.0,0.0,1.0,PAG4,0,0,PAG4,0,TOP_1_3,1,0.9837360828357273
769523018789014528,11.0,6.0,3.0,0.0,1.0,1.0,PAG5,0,0,PAG5,1,OUTROS,1,0.9830691232525345
-5889847028202374144,11.0,7.0,5.0,0.0,1.0,1.0,PAG5,0,0,PAG5,1,OUTROS,1,0.9830691232525345
4574601776215277056,11.0,9.0,2.0,0.0,1.0,1.0,PAG1,0,0,PAG5,1,OUTROS,1,0.9830691232525345
-2722122968722582016,11.0,7.0,2.0,0.0,1.0,1.0,PAG5,0,0,PAG5,1,OUTROS,1,0.9830691232525345
70424120278065136,9.0,4.0,2.0,0.0,1.0,1.0,PAG4,0,0,PAG4,0,TOP_4_6,1,0.9829700700413324
7256946271181885440,11.0,1.0,1.0,0.0,0.0,1.0,PAG1,0,0,PAG5,0,TOP_1_3,1,0.9822407007878199
2694687610427213312,11.0,5.0,1.0,0.0,1.0,0.0,PAG5,0,0,PAG5,0,TOP_1_3,1,0.9822407007878199
1011743536031879296,8.0,5.0,3.0,0.0,0.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9819687518646291
7590822621339387904,8.0,4.0,1.0,0.0,0.0,1.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9819687518646291
-1502155967113096704,8.0,5.0,1.0,0.0,0.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9819687518646291
6062550544625272832,8.0,8.0,6.0,0.0,0.0,1.0,PAG4,1,0,PAG4,0,OUTROS,1,0.9819687518646291
-7961720637023145984,8.0,3.0,1.0,0.0,1.0,1.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9819687518646291
-1383066028257544704,8.0,5.0,1.0,0.0,0.0,1.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9819687518646291
-5813310137323293696,8.0,2.0,2.0,0.0,0.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9819687518646291
-6305431943995919360,8.0,4.0,2.0,0.0,1.0,0.0,PAG5,0,0,PAG4,0,OUTROS,1,0.9819687518646291
8529906940081765376,8.0,5.0,2.0,0.0,0.0,1.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9819687518646291
2957630112652579840,8.0,4.0,3.0,0.0,1.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9819687518646291
-7644753434079052800,8.0,3.0,0.0,0.0,0.0,0.0,PAG4,0,0,PAG4,0,OUTROS,1,0.9819687518646291
